,index,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond,level_0,Inhibition Observed,Panel Name
2664,2664,0.0,3.0,61.52600000000002,300.01986296399997,18.0,11.0,7.0,3.0,3.0,2.8393000000000015,26.3,18.0,0.0,38.0,2.0,0.0,0.0,2664,1,1
2665,2665,1.0,4.0,75.54980000000003,305.126322708,22.0,16.0,6.0,3.0,4.0,2.2165999999999997,87.82000000000001,22.0,5.0,32.0,6.0,0.0,10.0,2665,1,0
2666,2666,1.0,5.0,104.5147,413.13869895999994,30.0,21.0,9.0,3.0,6.0,1.8063999999999993,96.02,30.0,12.0,32.0,8.0,0.0,24.0,2666,1,2
2667,2667,0.0,5.0,108.94000000000008,379.10875449599996,27.0,21.0,6.0,4.0,2.0,3.6567200000000035,48.93,27.0,21.0,12.0,4.0,0.0,44.0,2667,1,4
2668,2668,2.0,4.0,144.10389999999984,485.26784198,36.0,30.0,6.0,4.0,9.0,5.569200000000005,70.67,36.0,18.0,38.0,4.0,0.0,36.0,2668,1,3
2669,2669,1.0,5.0,123.21770000000004,442.159410164,30.0,23.0,7.0,3.0,9.0,5.636240000000005,59.81,30.0,17.0,28.0,2.0,0.0,34.0,2669,1,1
2670,2670,3.0,5.0,150.1085999999998,507.320940172,37.0,29.0,8.0,4.0,8.0,5.004300000000005,85.94,37.0,12.0,52.0,4.0,0.0,24.0,2670,1,0
2671,2671,3.0,6.0,154.19659999999982,535.315854792,39.0,30.0,9.0,5.0,8.0,4.384800000000003,95.17,39.0,12.0,58.0,4.0,0.0,24.0,2671,1,2
2672,2672,2.0,4.0,111.89790000000006,387.252191916,28.0,22.0,6.0,3.0,7.0,3.5703000000000022,70.67,28.0,6.0,44.0,4.0,0.0,12.0,2672,1,4
2673,2673,2.0,5.0,151.27739999999972,624.9937513560001,37.0,26.0,11.0,3.0,10.0,7.174320000000004,89.02,37.0,18.0,36.0,6.0,0.0,36.0,2673,1,3
2674,2674,2.0,7.0,147.39439999999982,578.116482064,38.0,28.0,10.0,3.0,12.0,5.176080000000004,122.04,38.0,18.0,36.0,6.0,2.0,36.0,2674,1,1
2675,2675,2.0,5.0,121.4781,482.00482344000005,30.0,21.0,9.0,4.0,4.0,2.7203999999999997,97.43,30.0,15.0,24.0,10.0,0.0,32.0,2675,1,0
2676,2676,2.0,5.0,90.59920000000001,396.012097248,24.0,16.0,8.0,2.0,6.0,3.4224000000000014,80.15,24.0,12.0,22.0,4.0,0.0,24.0,2676,1,2
2677,2677,0.0,4.0,114.83680000000005,438.13800602399994,29.0,21.0,8.0,2.0,10.0,3.450400000000002,66.92,29.0,12.0,30.0,6.0,0.0,24.0,2677,1,4
2678,2678,2.0,6.0,113.10189999999999,451.070176068,30.0,20.0,10.0,2.0,9.0,2.8154000000000003,106.09,30.0,12.0,30.0,8.0,0.0,24.0,2678,1,3
2679,2679,2.0,5.0,117.04240000000003,495.0655041839999,28.0,20.0,8.0,2.0,8.0,3.485820000000002,89.02000000000001,28.0,12.0,28.0,6.0,0.0,24.0,2679,1,1
2680,2680,1.0,7.0,114.02080000000004,416.14845512000005,31.0,23.0,8.0,4.0,4.0,3.9081800000000024,122.48999999999998,31.0,12.0,34.0,8.0,2.0,24.0,2680,1,0
2681,2681,0.0,4.0,150.6569999999997,524.096141212,37.0,30.0,7.0,5.0,6.0,6.667300000000005,49.85,37.0,24.0,26.0,8.0,0.0,48.0,2681,1,2
2682,2682,1.0,2.0,69.06670000000004,235.157228912,17.0,14.0,3.0,1.0,7.0,2.760300000000001,38.33,17.0,6.0,20.0,2.0,0.0,12.0,2682,1,4
2683,2683,1.0,4.0,66.17470000000003,251.115758024,18.0,13.0,5.0,1.0,6.0,1.1331999999999993,64.63000000000001,18.0,6.0,20.0,4.0,0.0,12.0,2683,1,3
2684,2684,1.0,4.0,96.79420000000005,341.162708216,25.0,20.0,5.0,2.0,8.0,4.049500000000003,64.63,25.0,12.0,24.0,4.0,0.0,24.0,2684,1,1
2685,2685,1.0,4.0,87.56020000000004,313.131408088,23.0,18.0,5.0,2.0,6.0,3.269300000000002,64.63000000000001,23.0,12.0,20.0,4.0,0.0,24.0,2685,1,0
2686,2686,1.0,4.0,70.79170000000003,265.131408088,19.0,14.0,5.0,1.0,7.0,1.5232999999999999,64.63000000000001,19.0,6.0,22.0,4.0,0.0,12.0,2686,1,2
2687,2687,1.0,2.0,73.66170000000005,249.172878976,18.0,15.0,3.0,1.0,7.0,3.1488000000000014,38.33,18.0,6.0,22.0,2.0,0.0,12.0,2687,1,4
2688,2688,0.0,6.0,117.45,414.04966968800005,29.0,23.0,6.0,6.0,4.0,7.016800000000005,52.06,29.0,28.0,8.0,0.0,0.0,60.0,2688,1,3
2689,2689,2.0,10.0,141.57929999999988,547.0732586439999,38.0,24.0,14.0,5.0,7.0,4.927100000000004,178.7,38.0,28.0,18.0,10.0,0.0,56.0,2689,1,1
2690,2690,3.0,5.0,108.65610000000005,410.15901980399997,30.0,21.0,9.0,3.0,7.0,1.4314999999999996,116.84,30.0,12.0,32.0,8.0,0.0,24.0,2690,1,0
2691,2691,0.0,4.0,111.38500000000005,400.18206375600005,28.0,22.0,6.0,3.0,8.0,3.4973000000000027,49.85,28.0,11.0,34.0,4.0,0.0,22.0,2691,1,2
2692,2692,0.0,4.0,144.0969999999998,518.236991788,35.0,28.0,7.0,3.0,14.0,6.491300000000008,49.85,35.0,11.0,48.0,4.0,0.0,22.0,2692,1,4
2693,2693,0.0,5.0,124.60990000000005,453.17222734399996,32.0,24.0,8.0,4.0,5.0,4.296300000000003,83.76,32.0,12.0,40.0,6.0,0.0,24.0,2693,1,3
2694,2694,1.0,6.0,127.95800000000004,489.139212964,33.0,23.0,10.0,4.0,5.0,3.023600000000001,96.02,33.0,12.0,40.0,8.0,0.0,24.0,2694,1,1
2695,2695,0.0,4.0,108.86900000000006,390.19771382,27.0,21.0,6.0,3.0,5.0,3.177900000000002,49.85000000000001,27.0,6.0,42.0,4.0,0.0,12.0,2695,1,0
2696,2696,3.0,4.0,131.4721,528.096508808,34.0,23.0,11.0,4.0,5.0,4.659500000000003,73.47,34.0,12.0,46.0,4.0,0.0,24.0,2696,1,2
2697,2697,1.0,5.0,117.98070000000003,479.14029417200004,33.0,22.0,11.0,4.0,4.0,5.031000000000003,61.36,33.0,17.0,36.0,2.0,0.0,34.0,2697,1,4
2698,2698,1.0,5.0,127.38770000000005,471.18595925999995,32.0,24.0,8.0,7.0,4.0,4.5827000000000035,61.36000000000001,32.0,11.0,50.0,2.0,0.0,22.0,2698,1,3
2699,2699,0.0,8.0,138.4367999999999,514.15961406,35.0,26.0,9.0,4.0,8.0,4.532820000000004,85.27,35.0,12.0,42.0,10.0,0.0,24.0,2699,1,1
2700,2700,1.0,6.0,122.23140000000001,492.0410401280001,32.0,23.0,9.0,3.0,6.0,5.870580000000003,94.57000000000001,32.0,12.0,36.0,6.0,2.0,24.0,2700,1,0
2701,2701,3.0,2.0,128.9316,604.790017956,28.0,17.0,11.0,2.0,4.0,6.586120000000002,53.16,28.0,12.0,30.0,4.0,0.0,24.0,2701,1,2
2702,2702,1.0,2.0,90.88170000000007,305.18133548400004,21.0,18.0,3.0,2.0,4.0,4.525100000000004,29.1,21.0,6.0,30.0,2.0,0.0,12.0,2702,1,4
2703,2703,1.0,3.0,107.62050000000004,380.11946349999994,27.0,21.0,6.0,4.0,3.0,3.9925400000000026,66.48,27.0,16.0,20.0,6.0,0.0,34.0,2703,1,3
2704,2704,0.0,2.0,52.870000000000026,175.045570288,12.0,10.0,2.0,1.0,2.0,2.9452800000000012,23.79,12.0,6.0,8.0,2.0,2.0,12.0,2704,1,1
2705,2705,1.0,2.0,83.04680000000003,324.190086512,23.0,19.0,4.0,4.0,0.0,4.124400000000003,37.3,23.0,0.0,48.0,4.0,0.0,0.0,2705,1,0
2706,2706,2.0,2.0,116.98010000000001,370.20451345199996,28.0,25.0,3.0,4.0,7.0,6.217020000000005,51.040000000000006,28.0,21.0,18.0,0.0,0.0,44.0,2706,1,2
2707,2707,2.0,1.0,90.42210000000003,296.168876892,22.0,19.0,3.0,3.0,5.0,4.563820000000002,41.81,22.0,15.0,16.0,0.0,0.0,32.0,2707,1,4
2708,2708,2.0,1.0,108.4561,492.00770888400007,26.0,19.0,7.0,3.0,5.0,6.393100000000003,41.81,26.0,15.0,24.0,0.0,0.0,32.0,2708,1,3
2709,2709,0.0,6.0,94.78650000000005,354.10381343600005,25.0,19.0,6.0,2.0,8.0,4.669760000000004,83.11,25.0,11.0,24.0,2.0,4.0,22.0,2709,1,1
2710,2710,1.0,7.0,102.04970000000004,396.1355074879999,27.0,18.0,9.0,1.0,7.0,2.3829200000000004,102.01000000000002,27.0,5.0,34.0,10.0,0.0,10.0,2710,1,0
2711,2711,0.0,5.0,103.26150000000004,399.159434404,29.0,21.0,8.0,3.0,7.0,3.006840000000002,79.69,29.0,11.0,32.0,8.0,0.0,22.0,2711,1,2
2712,2712,1.0,8.0,102.7449,405.11068970800005,28.0,17.0,11.0,3.0,6.0,1.8468,127.02999999999999,28.0,12.0,28.0,8.0,0.0,24.0,2712,1,4
2713,2713,3.0,3.0,122.03190000000002,449.099846688,29.0,21.0,8.0,4.0,5.0,4.924220000000003,70.23,29.0,12.0,34.0,6.0,0.0,24.0,2713,1,3
2714,2714,1.0,3.0,84.50220000000004,286.113984196,20.0,16.0,4.0,2.0,4.0,4.1792000000000025,41.99,20.0,12.0,16.0,2.0,0.0,24.0,2714,1,1
2715,2715,1.0,7.0,108.6957,426.06857080000003,30.0,21.0,9.0,4.0,6.0,3.873000000000002,86.75,30.0,17.0,26.0,6.0,0.0,34.0,2715,1,0
2716,2716,1.0,1.0,61.60340000000003,219.06835248408998,15.0,12.0,3.0,2.0,2.0,2.258,29.9,15.0,12.0,8.0,0.0,0.0,24.0,2716,1,2
2717,2717,2.0,9.0,143.64739999999986,540.1613453760001,37.0,25.0,12.0,4.0,12.0,1.6322199999999996,126.50999999999999,37.0,15.0,38.0,10.0,0.0,32.0,2717,1,4
2718,2718,3.0,8.0,146.27619999999987,541.1686218280901,37.0,25.0,12.0,4.0,12.0,2.966920000000001,123.68,37.0,15.0,38.0,10.0,0.0,32.0,2718,1,3
2719,2719,2.0,8.0,135.92879999999997,514.119001896,35.0,23.0,12.0,3.0,10.0,4.554540000000004,132.05,35.0,17.0,32.0,8.0,0.0,34.0,2719,1,1
2720,2720,2.0,6.0,125.61230000000003,467.1514919,33.0,24.0,9.0,3.0,9.0,3.0504200000000012,108.30000000000001,33.0,18.0,26.0,8.0,0.0,36.0,2720,1,0
2721,2721,3.0,6.0,141.37869999999992,526.9931887,34.0,24.0,10.0,5.0,3.0,7.157120000000003,87.39,34.0,24.0,20.0,4.0,0.0,52.0,2721,1,2
2722,2722,1.0,6.0,129.2647,522.049186788,31.0,22.0,9.0,3.0,9.0,5.454120000000005,69.04,31.0,17.0,30.0,2.0,0.0,34.0,2722,1,4
2723,2723,1.0,6.0,118.9607,474.94823716800005,27.0,19.0,8.0,4.0,5.0,6.221520000000003,54.88,27.0,20.0,16.0,2.0,0.0,42.0,2723,1,3
2724,2724,1.0,2.0,94.70370000000005,322.168127944,24.0,20.0,4.0,3.0,2.0,3.215340000000002,49.410000000000004,24.0,12.0,24.0,4.0,0.0,24.0,2724,1,1
2725,2725,0.0,8.0,128.21470000000005,510.10968666399987,36.0,25.0,11.0,5.0,6.0,3.9582000000000033,125.28000000000003,36.0,18.0,36.0,8.0,0.0,36.0,2725,1,0
2726,2726,1.0,7.0,119.56120000000001,429.125945848,31.0,23.0,8.0,4.0,7.0,3.932520000000002,89.77000000000001,31.0,23.0,18.0,4.0,0.0,46.0,2726,1,2
2727,2727,1.0,7.0,106.39510000000004,398.10487605599997,28.0,19.0,9.0,3.0,6.0,4.300860000000004,111.16,28.0,17.0,22.0,4.0,0.0,34.0,2727,1,4
2728,2728,1.0,5.0,130.70219999999995,433.19026035600007,33.0,27.0,6.0,5.0,4.0,5.660060000000005,72.7,33.0,27.0,16.0,2.0,0.0,56.0,2728,1,3
2729,2729,2.0,5.0,118.43330000000002,417.07832695999997,30.0,22.0,8.0,4.0,4.0,5.134800000000003,97.41,30.0,21.0,16.0,6.0,0.0,44.0,2729,1,1
2730,2730,1.0,7.0,112.11970000000001,406.10996143599994,29.0,21.0,8.0,4.0,6.0,4.332620000000003,90.14000000000001,29.0,21.0,18.0,2.0,0.0,44.0,2730,1,0
2731,2731,1.0,5.0,122.69370000000002,443.10704024399996,30.0,22.0,8.0,3.0,8.0,4.885000000000004,71.0,30.0,12.0,32.0,8.0,0.0,24.0,2731,1,2
2732,2732,1.0,7.0,151.4045999999998,639.015049544,36.0,24.0,12.0,4.0,5.0,4.955600000000005,91.19,36.0,12.0,48.0,6.0,0.0,24.0,2732,1,4
2733,2733,1.0,4.0,120.74970000000002,399.19467704,30.0,25.0,5.0,4.0,7.0,4.301700000000003,53.93,30.0,16.0,26.0,6.0,0.0,34.0,2733,1,3
2734,2734,2.0,6.0,119.78540000000002,423.17289604,30.0,22.0,8.0,3.0,7.0,3.6523600000000016,88.91,30.0,17.0,26.0,4.0,0.0,34.0,2734,1,1
2735,2735,1.0,5.0,113.16070000000002,397.14601259600005,28.0,21.0,7.0,3.0,7.0,4.065500000000003,71.0,28.0,12.0,30.0,6.0,0.0,24.0,2735,1,0
2736,2736,1.0,3.0,106.88170000000002,377.173941596,28.0,22.0,6.0,4.0,5.0,3.259000000000002,69.72,28.0,12.0,32.0,6.0,0.0,24.0,2736,1,2
2737,2737,0.0,3.0,91.62600000000005,418.91902392000003,20.0,14.0,6.0,2.0,4.0,3.784100000000003,21.700000000000003,20.0,6.0,26.0,4.0,0.0,12.0,2737,1,4
2738,2738,1.0,8.0,154.3401999999997,607.0888874120001,39.0,28.0,11.0,5.0,8.0,5.200900000000005,100.79999999999998,39.0,23.0,36.0,4.0,0.0,46.0,2738,1,3
2739,2739,1.0,5.0,139.32049999999992,493.20352747199996,35.0,27.0,8.0,4.0,5.0,3.946900000000003,86.78999999999999,35.0,16.0,34.0,8.0,0.0,34.0,2739,1,1
2740,2740,2.0,4.0,109.12750000000003,367.225977168,27.0,22.0,5.0,3.0,6.0,2.651700000000001,55.81,27.0,12.0,32.0,2.0,0.0,24.0,2740,0,0
2741,2741,2.0,5.0,123.45060000000001,408.1473924999999,31.0,26.0,5.0,5.0,3.0,6.426640000000004,78.85000000000001,31.0,25.0,14.0,2.0,0.0,54.0,2741,0,2
2742,2742,3.0,5.0,124.48810000000003,432.17975524799994,32.0,24.0,8.0,3.0,8.0,4.176720000000002,101.05,32.0,18.0,26.0,6.0,0.0,36.0,2742,0,4
2743,2743,1.0,3.0,65.2887,342.026153196,22.0,12.0,10.0,2.0,2.0,3.7877800000000015,52.89,22.0,5.0,32.0,2.0,2.0,10.0,2743,0,3
2744,2744,1.0,3.0,123.96470000000004,475.9927174679999,30.0,24.0,6.0,5.0,3.0,6.799900000000003,49.410000000000004,30.0,22.0,18.0,4.0,0.0,46.0,2744,0,1
2745,2745,2.0,3.0,75.03540000000002,357.127581484,24.0,14.0,10.0,1.0,5.0,3.785120000000002,54.02,24.0,6.0,34.0,2.0,0.0,12.0,2745,1,0
2746,2746,2.0,22.0,98.37920000000004,538.013705492,37.0,8.0,29.0,2.0,14.0,-1.8300999999999994,399.16999999999996,37.0,10.0,42.0,14.0,0.0,20.0,2746,1,2
2747,2747,1.0,8.0,121.85990000000004,496.02047350400005,31.0,22.0,9.0,3.0,6.0,4.4495600000000035,133.77,31.0,16.0,24.0,4.0,4.0,34.0,2747,1,4
2748,2748,2.0,6.0,108.01390000000002,412.163436488,30.0,22.0,8.0,3.0,8.0,2.4272,102.96000000000001,30.0,12.0,34.0,6.0,0.0,24.0,2748,1,3
2749,2749,0.0,7.0,120.66350000000003,441.118083596,30.0,22.0,8.0,4.0,5.0,4.554740000000004,72.39,30.0,15.0,30.0,4.0,0.0,32.0,2749,1,1
2750,2750,1.0,4.0,97.45250000000006,388.12235596,25.0,17.0,8.0,2.0,7.0,2.8081000000000005,75.71000000000001,25.0,6.0,34.0,6.0,0.0,12.0,2750,1,0
2751,2751,0.0,5.0,107.20300000000005,476.023305024,27.0,20.0,7.0,4.0,5.0,2.4528000000000008,68.2,27.0,6.0,38.0,8.0,2.0,12.0,2751,1,2
2752,2752,0.0,8.0,113.25900000000003,437.104541708,31.0,22.0,9.0,4.0,8.0,3.197700000000002,102.6,31.0,17.0,28.0,6.0,0.0,34.0,2752,1,4
2753,2753,2.0,6.0,74.89980000000001,312.008388828,20.0,11.0,9.0,2.0,4.0,2.22937,101.02000000000001,20.0,11.0,14.0,6.0,0.0,22.0,2753,1,3
2754,2754,0.0,7.0,91.36840000000002,366.096419548,27.0,18.0,9.0,4.0,5.0,1.63818,125.9,27.0,6.0,36.0,10.0,2.0,12.0,2754,1,1
2755,2755,0.0,4.0,102.40700000000005,359.163376912,27.0,22.0,5.0,5.0,3.0,3.235140000000002,54.67,27.0,11.0,32.0,8.0,0.0,22.0,2755,1,0
2756,2756,1.0,4.0,108.03970000000004,380.173607248,28.0,22.0,6.0,3.0,5.0,3.724000000000003,67.87,28.0,12.0,30.0,6.0,0.0,24.0,2756,1,2
2757,2757,2.0,2.0,63.774500000000046,207.162314292,15.0,13.0,2.0,1.0,5.0,2.498200000000001,32.26,15.0,6.0,18.0,0.0,0.0,12.0,2757,1,4
2758,2758,1.0,5.0,109.97470000000003,396.16852186799997,29.0,22.0,7.0,3.0,7.0,3.342500000000002,77.10000000000001,29.0,12.0,32.0,6.0,0.0,24.0,2758,1,3
2759,2759,1.0,4.0,119.61770000000001,400.189926008,30.0,24.0,6.0,4.0,4.0,3.621540000000002,57.580000000000005,30.0,17.0,26.0,6.0,0.0,34.0,2759,1,1
2760,2760,1.0,6.0,113.36580000000006,407.1732728999999,30.0,24.0,6.0,5.0,3.0,4.120300000000003,72.14000000000001,30.0,16.0,34.0,2.0,0.0,32.0,2760,1,0
2761,2761,2.0,8.0,122.07750000000004,448.21105537600005,33.0,25.0,8.0,5.0,6.0,3.084970000000002,92.83,33.0,18.0,36.0,2.0,0.0,36.0,2761,1,2
2762,2762,2.0,5.0,76.07110000000003,288.15862588,21.0,15.0,6.0,3.0,3.0,2.30628,96.94999999999999,21.0,5.0,32.0,2.0,2.0,10.0,2762,1,4
2763,2763,1.0,6.0,135.0443999999999,452.167082388,33.0,27.0,6.0,6.0,4.0,4.4741000000000035,64.15,33.0,25.0,20.0,2.0,0.0,54.0,2763,1,3
2764,2764,1.0,3.0,121.03220000000003,530.200412076,37.0,26.0,11.0,4.0,4.0,5.802000000000006,66.48,37.0,6.0,60.0,8.0,0.0,12.0,2764,1,1
2765,2765,1.0,6.0,128.2117,442.20049069199996,33.0,26.0,7.0,3.0,6.0,4.301900000000003,96.49000000000001,33.0,16.0,26.0,8.0,2.0,34.0,2765,1,0
2766,2766,1.0,5.0,113.68170000000003,417.168856216,31.0,24.0,7.0,6.0,2.0,2.43482,78.95,31.0,12.0,42.0,6.0,0.0,24.0,2766,1,2
2767,2767,0.0,6.0,147.03949999999978,512.231122124,38.0,31.0,7.0,5.0,9.0,5.185920000000006,72.22,38.0,22.0,34.0,4.0,0.0,46.0,2767,1,4
2768,2768,2.0,3.0,84.83040000000004,316.12232062400005,23.0,17.0,6.0,2.0,4.0,3.249720000000001,67.43,23.0,12.0,20.0,4.0,0.0,24.0,2768,1,3
2769,2769,2.0,6.0,96.82290000000005,377.07784829199994,26.0,17.0,9.0,2.0,7.0,3.0453000000000015,114.06,26.0,12.0,24.0,6.0,0.0,24.0,2769,1,1
2770,2770,2.0,7.0,94.61859999999999,341.09464572,24.0,16.0,8.0,3.0,4.0,2.35442,102.49000000000001,24.0,15.0,16.0,4.0,0.0,32.0,2770,1,0
2771,2771,1.0,3.0,103.93550000000003,414.0037608200001,25.0,19.0,6.0,3.0,5.0,4.428500000000002,58.53,25.0,18.0,12.0,6.0,0.0,36.0,2771,1,2
2772,2772,1.0,4.0,130.6132,426.1943426919999,32.0,27.0,5.0,4.0,6.0,5.866920000000005,62.550000000000004,32.0,22.0,20.0,4.0,0.0,46.0,2772,1,4
2773,2773,0.0,2.0,117.11300000000004,400.11425447600004,29.0,25.0,4.0,4.0,4.0,6.854700000000005,28.72,29.0,21.0,16.0,2.0,2.0,44.0,2773,1,3
2774,2774,1.0,4.0,118.87660000000004,435.15943440399997,32.0,24.0,8.0,3.0,6.0,4.8027400000000044,92.54999999999998,32.0,18.0,26.0,6.0,0.0,36.0,2774,1,1
2775,2775,1.0,4.0,118.54180000000004,465.003426472,29.0,23.0,6.0,4.0,6.0,6.659000000000005,59.42,29.0,23.0,16.0,2.0,0.0,46.0,2775,1,0
2776,2776,1.0,4.0,106.09870000000005,404.0694477959999,27.0,20.0,7.0,3.0,3.0,4.3611400000000025,60.33,27.0,11.0,28.0,8.0,0.0,22.0,2776,1,2
2777,2777,1.0,5.0,152.3596999999997,534.2630909480001,40.0,33.0,7.0,8.0,8.0,6.316000000000007,80.37,40.0,22.0,44.0,4.0,0.0,44.0,2777,1,4
2778,2778,1.0,6.0,139.44349999999986,504.1831263759999,36.0,27.0,9.0,4.0,10.0,4.123520000000003,93.53,36.0,23.0,26.0,6.0,0.0,46.0,2778,1,3
2779,2779,0.0,6.0,161.36199999999954,579.162636972,39.0,30.0,9.0,5.0,9.0,7.1607200000000075,54.26,39.0,23.0,38.0,2.0,0.0,46.0,2779,1,1
2780,2780,0.0,6.0,119.6845000000001,438.21884318799994,30.0,22.0,8.0,2.0,9.0,3.510600000000002,68.31000000000002,30.0,6.0,46.0,4.0,0.0,12.0,2780,0,0
2781,2781,2.0,3.0,128.8899000000001,437.304227488,32.0,27.0,5.0,6.0,5.0,5.216000000000005,61.440000000000005,32.0,6.0,56.0,4.0,0.0,12.0,2781,0,2
2782,2782,3.0,3.0,152.58859999999976,498.299476456,37.0,31.0,6.0,4.0,8.0,6.490300000000006,73.47,37.0,18.0,40.0,4.0,0.0,36.0,2782,0,4
2783,2783,2.0,3.0,83.35340000000002,341.13511147599996,24.0,16.0,8.0,2.0,4.0,3.4703000000000026,70.56,24.0,6.0,32.0,6.0,0.0,12.0,2783,0,3
2784,2784,1.0,6.0,110.73170000000002,414.13280505599994,31.0,23.0,8.0,4.0,4.0,3.2208200000000016,108.33999999999999,31.0,16.0,26.0,8.0,2.0,32.0,2784,0,1
2785,2785,0.0,4.0,171.0339999999995,650.1463973599999,39.0,33.0,6.0,6.0,6.0,8.9611,41.900000000000006,39.0,16.0,48.0,6.0,0.0,34.0,2785,1,0
2786,2786,1.0,3.0,121.64220000000002,484.01063216400007,27.0,22.0,5.0,4.0,3.0,6.437040000000004,41.99,27.0,21.0,14.0,2.0,0.0,44.0,2786,1,2
2787,2787,2.0,1.0,95.23710000000004,395.08584570399995,21.0,17.0,4.0,5.0,2.0,3.842500000000002,50.41,21.0,6.0,34.0,2.0,0.0,12.0,2787,1,4
2788,2788,0.0,5.0,159.67999999999964,596.170826144,38.0,31.0,7.0,5.0,8.0,8.364500000000007,51.129999999999995,38.0,12.0,54.0,6.0,0.0,24.0,2788,1,3
2789,2789,0.0,3.0,109.21500000000002,418.09180477999996,28.0,21.0,7.0,4.0,2.0,4.300600000000004,40.620000000000005,28.0,12.0,34.0,4.0,0.0,24.0,2789,1,1
2790,2790,0.0,3.0,93.27750000000006,350.14642719600005,24.0,18.0,6.0,3.0,2.0,2.9894000000000016,40.620000000000005,24.0,6.0,36.0,4.0,0.0,12.0,2790,1,0
2791,2791,0.0,5.0,110.85940000000002,429.11585533999994,30.0,21.0,9.0,4.0,3.0,3.5554000000000023,83.76,30.0,12.0,36.0,6.0,0.0,24.0,2791,1,2
2792,2792,0.0,3.0,108.94200000000004,398.146427196,28.0,22.0,6.0,4.0,2.0,3.9556200000000032,40.620000000000005,28.0,12.0,34.0,4.0,0.0,24.0,2792,1,4
2793,2793,0.0,3.0,105.01450000000006,390.177727324,27.0,21.0,6.0,4.0,2.0,3.913700000000003,40.620000000000005,27.0,6.0,44.0,4.0,0.0,12.0,2793,1,3
2794,2794,0.0,4.0,102.08200000000002,390.08719806799996,26.0,19.0,7.0,4.0,2.0,3.708700000000003,40.620000000000005,26.0,11.0,32.0,4.0,0.0,22.0,2794,1,1
2795,2795,0.0,4.0,96.47100000000002,374.11004168799997,26.0,19.0,7.0,4.0,2.0,3.2402000000000024,53.760000000000005,26.0,11.0,32.0,4.0,0.0,22.0,2795,1,0
2796,2796,0.0,3.0,102.51150000000005,378.177727324,26.0,20.0,6.0,3.0,2.0,3.769600000000003,40.620000000000005,26.0,6.0,40.0,4.0,0.0,12.0,2796,1,2
2797,2797,0.0,3.0,102.94050000000004,398.12310490799996,26.0,19.0,7.0,3.0,3.0,3.5984000000000025,40.620000000000005,26.0,6.0,40.0,4.0,0.0,12.0,2797,1,4
2798,2798,0.0,3.0,117.91350000000006,426.177727324,30.0,24.0,6.0,4.0,4.0,4.527200000000004,40.620000000000005,30.0,12.0,38.0,4.0,0.0,24.0,2798,1,3
2799,2799,0.0,3.0,104.16300000000003,402.12135531999996,28.0,21.0,7.0,4.0,2.0,3.7863000000000033,40.620000000000005,28.0,12.0,34.0,4.0,0.0,24.0,2799,1,1
2800,2800,0.0,3.0,129.64099999999996,460.16207726,33.0,27.0,6.0,5.0,3.0,5.314200000000005,40.620000000000005,33.0,18.0,34.0,4.0,0.0,36.0,2800,1,0
2801,2801,0.0,5.0,117.30900000000005,444.1519065,31.0,23.0,8.0,4.0,4.0,3.664400000000003,59.08,31.0,12.0,40.0,4.0,0.0,24.0,2801,1,2
2802,2802,1.0,3.0,95.21970000000006,310.204513452,23.0,20.0,3.0,3.0,5.0,3.1705200000000016,24.5,23.0,12.0,26.0,0.0,0.0,24.0,2802,1,4
2803,2803,2.0,8.0,251.1405999999992,860.44005226,64.0,55.0,9.0,9.0,19.0,11.00129999999999,110.05000000000001,64.0,28.0,78.0,8.0,0.0,58.0,2803,1,3
2804,2804,2.0,11.0,243.2590999999993,890.4153743079999,65.0,52.0,13.0,7.0,23.0,9.5495,145.57999999999998,65.0,24.0,84.0,10.0,0.0,48.0,2804,1,1
2805,2805,4.0,10.0,206.4425999999995,734.325039572,53.0,41.0,12.0,6.0,16.0,7.099700000000007,153.62,53.0,29.0,54.0,4.0,0.0,58.0,2805,1,0
2806,2806,4.0,7.0,217.49159999999944,740.393770764,55.0,46.0,9.0,6.0,17.0,8.310900000000007,126.15,55.0,30.0,56.0,4.0,0.0,60.0,2806,1,2
2807,2807,3.0,8.0,178.55929999999952,658.325416432,48.0,38.0,10.0,6.0,13.0,5.491400000000006,126.79000000000002,48.0,18.0,66.0,4.0,0.0,36.0,2807,1,4
2808,2808,4.0,8.0,156.13459999999984,594.203587048,42.0,31.0,11.0,4.0,14.0,5.583400000000004,155.27999999999997,42.0,18.0,48.0,6.0,0.0,36.0,2808,1,3
2809,2809,3.0,4.0,58.15390000000001,210.05753194,14.0,8.0,6.0,1.0,2.0,0.26272,83.53,14.0,6.0,12.0,4.0,0.0,12.0,2809,1,1
2810,2810,0.0,7.0,135.14899999999994,502.19177291200003,34.0,24.0,10.0,4.0,7.0,2.6251000000000015,72.88,34.0,12.0,46.0,4.0,0.0,24.0,2810,1,0
2811,2811,1.0,8.0,125.69070000000004,498.181602152,33.0,21.0,12.0,4.0,6.0,1.8291999999999997,100.13000000000001,33.0,6.0,56.0,4.0,0.0,12.0,2811,1,2
